Date : 2025-06-17 11:42:06
Directory : /home/ysh/LSM/rocksdb
Total : 1952 files,  603196 codes, 135051 comments, 102746 blanks, all 840993 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/ysh/LSM/rocksdb/port/win/io_win.cc                                                                   | C++          |        782 |        135 |        185 |      1,102 |
| /home/ysh/LSM/rocksdb/port/win/io_win.h                                                                    | C++          |        301 |         78 |        126 |        505 |
| /home/ysh/LSM/rocksdb/port/win/port_win.cc                                                                 | C++          |        215 |         25 |         66 |        306 |
| /home/ysh/LSM/rocksdb/port/win/port_win.h                                                                  | C++          |        264 |         39 |         80 |        383 |
| /home/ysh/LSM/rocksdb/port/win/win_jemalloc.cc                                                             | C++          |         58 |         10 |         13 |         81 |
| /home/ysh/LSM/rocksdb/port/win/win_logger.cc                                                               | C++          |        139 |         23 |         31 |        193 |
| /home/ysh/LSM/rocksdb/port/win/win_logger.h                                                                | C++          |         35 |         11 |         19 |         65 |
| /home/ysh/LSM/rocksdb/port/win/win_thread.cc                                                               | C++          |        118 |         20 |         33 |        171 |
| /home/ysh/LSM/rocksdb/port/win/win_thread.h                                                                | C++          |         46 |         45 |         27 |        118 |
| /home/ysh/LSM/rocksdb/port/win/xpress_win.cc                                                               | C++          |        220 |         16 |         73 |        309 |
| /home/ysh/LSM/rocksdb/port/win/xpress_win.h                                                                | C++          |         15 |          8 |         10 |         33 |
| /home/ysh/LSM/rocksdb/port/xpress.h                                                                        | C++          |          6 |          9 |          3 |         18 |
| /home/ysh/LSM/rocksdb/src.mk                                                                               | Makefile     |        733 |          1 |         19 |        753 |
| /home/ysh/LSM/rocksdb/table/adaptive/adaptive_table_factory.cc                                             | C++          |        105 |          4 |         11 |        120 |
| /home/ysh/LSM/rocksdb/table/adaptive/adaptive_table_factory.h                                              | C++          |         40 |          4 |         16 |         60 |
| /home/ysh/LSM/rocksdb/table/block_based/binary_search_index_reader.cc                                      | C++          |         53 |         10 |         11 |         74 |
| /home/ysh/LSM/rocksdb/table/block_based/binary_search_index_reader.h                                       | C++          |         29 |         15 |          5 |         49 |
| /home/ysh/LSM/rocksdb/table/block_based/block.cc                                                           | C++          |        967 |        276 |         99 |      1,342 |
| /home/ysh/LSM/rocksdb/table/block_based/block.h                                                            | C++          |        594 |        255 |        115 |        964 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_builder.cc                                       | C++          |      1,713 |        324 |        205 |      2,242 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_builder.h                                        | C++          |         94 |         59 |         43 |        196 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_factory.cc                                       | C++          |        768 |        178 |         41 |        987 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_factory.h                                        | C++          |         76 |         19 |         24 |        119 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_iterator.cc                                      | C++          |        602 |        195 |        108 |        905 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_iterator.h                                       | C++          |        319 |        105 |         53 |        477 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_reader.cc                                        | C++          |      2,584 |        399 |        302 |      3,285 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_reader.h                                         | C++          |        476 |        202 |        113 |        791 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_reader_impl.h                                    | C++          |        137 |         43 |         25 |        205 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_reader_sync_and_async.h                          | C++          |        617 |        160 |         53 |        830 |
| /home/ysh/LSM/rocksdb/table/block_based/block_based_table_reader_test.cc                                   | C++          |        846 |         98 |        110 |      1,054 |
| /home/ysh/LSM/rocksdb/table/block_based/block_builder.cc                                                   | C++          |        173 |         65 |         29 |        267 |
| /home/ysh/LSM/rocksdb/table/block_based/block_builder.h                                                    | C++          |         59 |         50 |         20 |        129 |
| /home/ysh/LSM/rocksdb/table/block_based/block_cache.cc                                                     | C++          |         90 |          8 |         11 |        109 |
| /home/ysh/LSM/rocksdb/table/block_based/block_cache.h                                                      | C++          |        134 |         27 |         28 |        189 |
| /home/ysh/LSM/rocksdb/table/block_based/block_prefetcher.cc                                                | C++          |        112 |         31 |         18 |        161 |
| /home/ysh/LSM/rocksdb/table/block_based/block_prefetcher.h                                                 | C++          |         48 |         18 |          9 |         75 |
| /home/ysh/LSM/rocksdb/table/block_based/block_prefix_index.cc                                              | C++          |        169 |         26 |         32 |        227 |
| /home/ysh/LSM/rocksdb/table/block_based/block_prefix_index.h                                               | C++          |         41 |         16 |         14 |         71 |
| /home/ysh/LSM/rocksdb/table/block_based/block_test.cc                                                      | C++          |      1,394 |        127 |        175 |      1,696 |
| /home/ysh/LSM/rocksdb/table/block_based/block_type.h                                                       | C++          |         18 |         10 |          7 |         35 |
| /home/ysh/LSM/rocksdb/table/block_based/cachable_entry.h                                                   | C++          |        165 |         37 |         48 |        250 |
| /home/ysh/LSM/rocksdb/table/block_based/data_block_footer.cc                                               | C++          |         37 |         10 |         13 |         60 |
| /home/ysh/LSM/rocksdb/table/block_based/data_block_footer.h                                                | C++          |         11 |          8 |          7 |         26 |
| /home/ysh/LSM/rocksdb/table/block_based/data_block_hash_index.cc                                           | C++          |         67 |         11 |         17 |         95 |
| /home/ysh/LSM/rocksdb/table/block_based/data_block_hash_index.h                                            | C++          |         52 |         65 |         21 |        138 |
| /home/ysh/LSM/rocksdb/table/block_based/data_block_hash_index_test.cc                                      | C++          |        494 |         96 |        131 |        721 |
| /home/ysh/LSM/rocksdb/table/block_based/filter_block.h                                                     | C++          |        113 |         63 |         29 |        205 |
| /home/ysh/LSM/rocksdb/table/block_based/filter_block_reader_common.cc                                      | C++          |        128 |         16 |         25 |        169 |
| /home/ysh/LSM/rocksdb/table/block_based/filter_block_reader_common.h                                       | C++          |         55 |          9 |         16 |         80 |
| /home/ysh/LSM/rocksdb/table/block_based/filter_policy.cc                                                   | C++          |      1,470 |        334 |        269 |      2,073 |
| /home/ysh/LSM/rocksdb/table/block_based/filter_policy_internal.h                                           | C++          |        150 |        143 |         60 |        353 |
| /home/ysh/LSM/rocksdb/table/block_based/flush_block_policy.cc                                              | C++          |         98 |         15 |         20 |        133 |
| /home/ysh/LSM/rocksdb/table/block_based/flush_block_policy_impl.h                                          | C++          |         26 |          5 |         10 |         41 |
| /home/ysh/LSM/rocksdb/table/block_based/full_filter_block.cc                                               | C++          |        181 |         13 |         34 |        228 |
| /home/ysh/LSM/rocksdb/table/block_based/full_filter_block.h                                                | C++          |         88 |         23 |         24 |        135 |
| /home/ysh/LSM/rocksdb/table/block_based/full_filter_block_test.cc                                          | C++          |        270 |         17 |         46 |        333 |
| /home/ysh/LSM/rocksdb/table/block_based/hash_index_reader.cc                                               | C++          |        108 |         20 |         19 |        147 |
| /home/ysh/LSM/rocksdb/table/block_based/hash_index_reader.h                                                | C++          |         33 |         10 |          7 |         50 |
| /home/ysh/LSM/rocksdb/table/block_based/index_builder.cc                                                   | C++          |        244 |         45 |         17 |        306 |
| /home/ysh/LSM/rocksdb/table/block_based/index_builder.h                                                    | C++          |        321 |        160 |         54 |        535 |
| /home/ysh/LSM/rocksdb/table/block_based/index_reader_common.cc                                             | C++          |         44 |          8 |         11 |         63 |
| /home/ysh/LSM/rocksdb/table/block_based/index_reader_common.h                                              | C++          |         66 |         12 |         17 |         95 |
| /home/ysh/LSM/rocksdb/table/block_based/mock_block_based_table.h                                           | C++          |         47 |          4 |         12 |         63 |
| /home/ysh/LSM/rocksdb/table/block_based/parsed_full_filter_block.cc                                        | C++          |         12 |          5 |          7 |         24 |
| /home/ysh/LSM/rocksdb/table/block_based/parsed_full_filter_block.h                                         | C++          |         28 |          7 |         13 |         48 |
| /home/ysh/LSM/rocksdb/table/block_based/partitioned_filter_block.cc                                        | C++          |        560 |         74 |         74 |        708 |
| /home/ysh/LSM/rocksdb/table/block_based/partitioned_filter_block.h                                         | C++          |        146 |         34 |         31 |        211 |
| /home/ysh/LSM/rocksdb/table/block_based/partitioned_filter_block_test.cc                                   | C++          |        419 |         27 |         41 |        487 |
| /home/ysh/LSM/rocksdb/table/block_based/partitioned_index_iterator.cc                                      | C++          |        113 |         28 |         24 |        165 |
| /home/ysh/LSM/rocksdb/table/block_based/partitioned_index_iterator.h                                       | C++          |        123 |         25 |         13 |        161 |
| /home/ysh/LSM/rocksdb/table/block_based/partitioned_index_reader.cc                                        | C++          |        199 |         41 |         25 |        265 |
| /home/ysh/LSM/rocksdb/table/block_based/partitioned_index_reader.h                                         | C++          |         35 |         18 |          6 |         59 |
| /home/ysh/LSM/rocksdb/table/block_based/reader_common.cc                                                   | C++          |         41 |         15 |          9 |         65 |
| /home/ysh/LSM/rocksdb/table/block_based/reader_common.h                                                    | C++          |         16 |         15 |          6 |         37 |
| /home/ysh/LSM/rocksdb/table/block_based/uncompression_dict_reader.cc                                       | C++          |         88 |          6 |         24 |        118 |
| /home/ysh/LSM/rocksdb/table/block_based/uncompression_dict_reader.h                                        | C++          |         39 |          8 |         14 |         61 |
| /home/ysh/LSM/rocksdb/table/block_fetcher.cc                                                               | C++          |        373 |         67 |         33 |        473 |
| /home/ysh/LSM/rocksdb/table/block_fetcher.h                                                                | C++          |        129 |         31 |         13 |        173 |
| /home/ysh/LSM/rocksdb/table/block_fetcher_test.cc                                                          | C++          |        426 |         61 |         56 |        543 |
| /home/ysh/LSM/rocksdb/table/cleanable_test.cc                                                              | C++          |        297 |         46 |         48 |        391 |
| /home/ysh/LSM/rocksdb/table/compaction_merging_iterator.cc                                                 | C++          |        303 |         46 |         48 |        397 |
| /home/ysh/LSM/rocksdb/table/compaction_merging_iterator.h                                                  | C++          |         15 |         26 |          6 |         47 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_builder.cc                                                 | C++          |        464 |         57 |         35 |        556 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_builder.h                                                  | C++          |         82 |         31 |         23 |        136 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_builder_test.cc                                            | C++          |        533 |         36 |         61 |        630 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_factory.cc                                                 | C++          |         84 |          5 |         12 |        101 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_factory.h                                                  | C++          |         55 |         15 |         15 |         85 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_reader.cc                                                  | C++          |        358 |         24 |         35 |        417 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_reader.h                                                   | C++          |         71 |         14 |         16 |        101 |
| /home/ysh/LSM/rocksdb/table/cuckoo/cuckoo_table_reader_test.cc                                             | C++          |        495 |         34 |         44 |        573 |
| /home/ysh/LSM/rocksdb/table/external_table.cc                                                              | C++          |        395 |         21 |         68 |        484 |
| /home/ysh/LSM/rocksdb/table/format.cc                                                                      | C++          |        569 |        119 |         60 |        748 |
| /home/ysh/LSM/rocksdb/table/format.h                                                                       | C++          |        218 |        167 |         76 |        461 |
| /home/ysh/LSM/rocksdb/table/get_context.cc                                                                 | C++          |        511 |         59 |         53 |        623 |
| /home/ysh/LSM/rocksdb/table/get_context.h                                                                  | C++          |        154 |         72 |         34 |        260 |
| /home/ysh/LSM/rocksdb/table/internal_iterator.h                                                            | C++          |         80 |        113 |         40 |        233 |
| /home/ysh/LSM/rocksdb/table/iter_heap.h                                                                    | C++          |         25 |          9 |         11 |         45 |
| /home/ysh/LSM/rocksdb/table/iterator.cc                                                                    | C++          |        115 |          8 |         16 |        139 |
| /home/ysh/LSM/rocksdb/table/iterator_wrapper.h                                                             | C++          |        186 |         21 |         27 |        234 |
| /home/ysh/LSM/rocksdb/table/merger_test.cc                                                                 | C++          |        154 |          4 |         25 |        183 |
| /home/ysh/LSM/rocksdb/table/merging_iterator.cc                                                            | C++          |        980 |        678 |        104 |      1,762 |
| /home/ysh/LSM/rocksdb/table/merging_iterator.h                                                             | C++          |         40 |         46 |         15 |        101 |
| /home/ysh/LSM/rocksdb/table/meta_blocks.cc                                                                 | C++          |        564 |         40 |         52 |        656 |
| /home/ysh/LSM/rocksdb/table/meta_blocks.h                                                                  | C++          |        121 |         38 |         28 |        187 |
| /home/ysh/LSM/rocksdb/table/mock_table.cc                                                                  | C++          |        246 |         13 |         47 |        306 |
| /home/ysh/LSM/rocksdb/table/mock_table.h                                                                   | C++          |        112 |          9 |         25 |        146 |
| /home/ysh/LSM/rocksdb/table/multiget_context.h                                                             | C++          |        281 |         74 |         52 |        407 |
| /home/ysh/LSM/rocksdb/table/persistent_cache_helper.cc                                                     | C++          |         73 |         17 |         21 |        111 |
| /home/ysh/LSM/rocksdb/table/persistent_cache_helper.h                                                      | C++          |         24 |         13 |         10 |         47 |
| /home/ysh/LSM/rocksdb/table/persistent_cache_options.h                                                     | C++          |         20 |          8 |          7 |         35 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_bloom.cc                                                     | C++          |         55 |          6 |         18 |         79 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_bloom.h                                                      | C++          |         86 |         19 |         28 |        133 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_builder.cc                                                   | C++          |        269 |         39 |         49 |        357 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_builder.h                                                    | C++          |         84 |         36 |         32 |        152 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_factory.cc                                                   | C++          |        257 |         16 |         23 |        296 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_factory.h                                                    | C++          |         37 |        133 |         15 |        185 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_index.cc                                                     | C++          |        173 |         14 |         24 |        211 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_index.h                                                      | C++          |        131 |         75 |         39 |        245 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_key_coding.cc                                                | C++          |        436 |         37 |         36 |        509 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_key_coding.h                                                 | C++          |        112 |         59 |         27 |        198 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_reader.cc                                                    | C++          |        625 |         63 |         92 |        780 |
| /home/ysh/LSM/rocksdb/table/plain/plain_table_reader.h                                                     | C++          |        151 |         50 |         43 |        244 |
| /home/ysh/LSM/rocksdb/table/sst_file_dumper.cc                                                             | C++          |        513 |         32 |         56 |        601 |
| /home/ysh/LSM/rocksdb/table/sst_file_dumper.h                                                              | C++          |         70 |         15 |         19 |        104 |
| /home/ysh/LSM/rocksdb/table/sst_file_reader.cc                                                             | C++          |        212 |         10 |         23 |        245 |
| /home/ysh/LSM/rocksdb/table/sst_file_reader_test.cc                                                        | C++          |        672 |         60 |        135 |        867 |
| /home/ysh/LSM/rocksdb/table/sst_file_writer.cc                                                             | C++          |        425 |         48 |         68 |        541 |
| /home/ysh/LSM/rocksdb/table/sst_file_writer_collectors.h                                                   | C++          |         64 |         15 |         19 |         98 |
| /home/ysh/LSM/rocksdb/table/table_builder.h                                                                | C++          |        148 |         61 |         36 |        245 |
| /home/ysh/LSM/rocksdb/table/table_factory.cc                                                               | C++          |         43 |          4 |          6 |         53 |
| /home/ysh/LSM/rocksdb/table/table_iterator.h                                                               | C++          |         48 |         10 |         12 |         70 |
| /home/ysh/LSM/rocksdb/table/table_properties.cc                                                            | C++          |        468 |         36 |         39 |        543 |
| /home/ysh/LSM/rocksdb/table/table_properties_internal.h                                                    | C++          |          7 |          4 |          4 |         15 |
| /home/ysh/LSM/rocksdb/table/table_reader.h                                                                 | C++          |        101 |         76 |         26 |        203 |
| /home/ysh/LSM/rocksdb/table/table_reader_bench.cc                                                          | C++          |        288 |         27 |         27 |        342 |
| /home/ysh/LSM/rocksdb/table/table_test.cc                                                                  | C++          |      6,039 |        550 |        806 |      7,395 |
| /home/ysh/LSM/rocksdb/table/two_level_iterator.cc                                                          | C++          |        184 |         14 |         25 |        223 |
| /home/ysh/LSM/rocksdb/table/two_level_iterator.h                                                           | C++          |         17 |         19 |          8 |         44 |
| /home/ysh/LSM/rocksdb/table/unique_id.cc                                                                   | C++          |        170 |         31 |         23 |        224 |
| /home/ysh/LSM/rocksdb/table/unique_id_impl.h                                                               | C++          |         33 |         41 |         20 |         94 |
| /home/ysh/LSM/rocksdb/test_util/mock_time_env.cc                                                           | C++          |         20 |         13 |          6 |         39 |
| /home/ysh/LSM/rocksdb/test_util/mock_time_env.h                                                            | C++          |         72 |         20 |         18 |        110 |
| /home/ysh/LSM/rocksdb/test_util/secondary_cache_test_util.cc                                               | C++          |         74 |          6 |         14 |         94 |
| /home/ysh/LSM/rocksdb/test_util/secondary_cache_test_util.h                                                | C++          |        101 |          5 |         26 |        132 |
| /home/ysh/LSM/rocksdb/test_util/sync_point.cc                                                              | C++          |         59 |          4 |         20 |         83 |
| /home/ysh/LSM/rocksdb/test_util/sync_point.h                                                               | C++          |         93 |         57 |         33 |        183 |
| /home/ysh/LSM/rocksdb/test_util/sync_point_impl.cc                                                         | C++          |        127 |          9 |         17 |        153 |
| /home/ysh/LSM/rocksdb/test_util/sync_point_impl.h                                                          | C++          |         76 |         10 |         11 |         97 |
| /home/ysh/LSM/rocksdb/test_util/testharness.cc                                                             | C++          |         77 |         11 |         18 |        106 |
| /home/ysh/LSM/rocksdb/test_util/testharness.h                                                              | C++          |         66 |         36 |         23 |        125 |
| /home/ysh/LSM/rocksdb/test_util/testutil.cc                                                                | C++          |        648 |         45 |         85 |        778 |
| /home/ysh/LSM/rocksdb/test_util/testutil.h                                                                 | C++          |        695 |         70 |        146 |        911 |
| /home/ysh/LSM/rocksdb/test_util/testutil_test.cc                                                           | C++          |         28 |          7 |          9 |         44 |
| /home/ysh/LSM/rocksdb/test_util/transaction_test_util.cc                                                   | C++          |        326 |         39 |         35 |        400 |
| /home/ysh/LSM/rocksdb/test_util/transaction_test_util.h                                                    | C++          |         66 |         55 |         25 |        146 |
| /home/ysh/LSM/rocksdb/third-party/gcc/ppc-asm.h                                                            | C++          |        322 |         36 |         33 |        391 |
| /home/ysh/LSM/rocksdb/third-party/gtest-1.8.1/fused-src/gtest/CMakeLists.txt                               | CMake        |          3 |          0 |          2 |          5 |
| /home/ysh/LSM/rocksdb/third-party/gtest-1.8.1/fused-src/gtest/gtest-all.cc                                 | C++          |      7,114 |      2,740 |      1,541 |     11,395 |
| /home/ysh/LSM/rocksdb/third-party/gtest-1.8.1/fused-src/gtest/gtest.h                                      | C++          |     14,713 |      5,144 |      2,259 |     22,116 |
| /home/ysh/LSM/rocksdb/third-party/gtest-1.8.1/fused-src/gtest/gtest_main.cc                                | C++          |          7 |         28 |          3 |         38 |
| /home/ysh/LSM/rocksdb/tools/CMakeLists.txt                                                                 | CMake        |         28 |          0 |          3 |         31 |
| /home/ysh/LSM/rocksdb/tools/Dockerfile                                                                     | Docker       |          3 |          0 |          3 |          6 |
| /home/ysh/LSM/rocksdb/tools/advisor/README.md                                                              | Markdown     |         77 |          0 |         20 |         97 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/__init__.py                                                    | Python       |          0 |          0 |          1 |          1 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/bench_runner.py                                                | Python       |         22 |         12 |          6 |         40 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/config_optimizer_example.py                                    | Python       |        104 |         28 |          9 |        141 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/db_bench_runner.py                                             | Python       |        150 |         66 |         22 |        238 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/db_config_optimizer.py                                         | Python       |        241 |         41 |         12 |        294 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/db_log_parser.py                                               | Python       |         90 |         23 |         22 |        135 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/db_options_parser.py                                           | Python       |        241 |         83 |         25 |        349 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/db_stats_fetcher.py                                            | Python       |        249 |         71 |         27 |        347 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/db_timeseries_parser.py                                        | Python       |        134 |         55 |         15 |        204 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/ini_parser.py                                                  | Python       |         59 |          8 |         10 |         77 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/rule_parser.py                                                 | Python       |        426 |         24 |         61 |        511 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/rule_parser_example.py                                         | Python       |         83 |          9 |          7 |         99 |
| /home/ysh/LSM/rocksdb/tools/advisor/advisor/rules.ini                                                      | Ini          |        174 |          0 |         41 |        215 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/__init__.py                                                       | Python       |          0 |          0 |          1 |          1 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/input_files/rules_err1.ini                                        | Ini          |         43 |          0 |         14 |         57 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/input_files/rules_err2.ini                                        | Ini          |         12 |          0 |          4 |         16 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/input_files/rules_err3.ini                                        | Ini          |         12 |          0 |          4 |         16 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/input_files/rules_err4.ini                                        | Ini          |         12 |          0 |          4 |         16 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/input_files/test_rules.ini                                        | Ini          |         29 |          0 |         10 |         39 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/input_files/triggered_rules.ini                                   | Ini          |         63 |          0 |         21 |         84 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/test_db_bench_runner.py                                           | Python       |        118 |          7 |         17 |        142 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/test_db_log_parser.py                                             | Python       |         79 |          7 |         11 |         97 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/test_db_options_parser.py                                         | Python       |        185 |         14 |         16 |        215 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/test_db_stats_fetcher.py                                          | Python       |         97 |         15 |         10 |        122 |
| /home/ysh/LSM/rocksdb/tools/advisor/test/test_rule_parser.py                                               | Python       |        174 |         18 |         34 |        226 |
| /home/ysh/LSM/rocksdb/tools/analyze_txn_stress_test.sh                                                     | Shell Script |         45 |         27 |          6 |         78 |
| /home/ysh/LSM/rocksdb/tools/auto_sanity_test.sh                                                            | Shell Script |         80 |          2 |         12 |         94 |
| /home/ysh/LSM/rocksdb/tools/backup_db.sh                                                                   | Shell Script |          8 |          4 |          4 |         16 |
| /home/ysh/LSM/rocksdb/tools/benchmark.sh                                                                   | Shell Script |        978 |         93 |        111 |      1,182 |
| /home/ysh/LSM/rocksdb/tools/benchmark_ci.py                                                                | Python       |        130 |         20 |         33 |        183 |
| /home/ysh/LSM/rocksdb/tools/benchmark_compare.sh                                                           | Shell Script |        251 |         40 |         52 |        343 |
| /home/ysh/LSM/rocksdb/tools/benchmark_leveldb.sh                                                           | Shell Script |        147 |         16 |         25 |        188 |
| /home/ysh/LSM/rocksdb/tools/blob_dump.cc                                                                   | C++          |         94 |          4 |          6 |        104 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/__init__.py                                               | Python       |          0 |          2 |          1 |          3 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_pysim.py                                      | Python       |      1,567 |        211 |        223 |      2,001 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_pysim.sh                                      | Shell Script |        129 |         17 |         11 |        157 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_pysim_test.py                                 | Python       |        658 |         37 |         40 |        735 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_trace_analyzer.cc                             | C++          |      2,185 |         63 |         84 |      2,332 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_trace_analyzer.h                              | C++          |        227 |        121 |         51 |        399 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_trace_analyzer_plot.py                        | Python       |        656 |         26 |         48 |        730 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_trace_analyzer_test.cc                        | C++          |        725 |         39 |         28 |        792 |
| /home/ysh/LSM/rocksdb/tools/block_cache_analyzer/block_cache_trace_analyzer_tool.cc                        | C++          |         12 |          5 |          1 |         18 |
| /home/ysh/LSM/rocksdb/tools/check_all_python.py                                                            | Python       |          9 |          9 |          5 |         23 |
| /home/ysh/LSM/rocksdb/tools/check_format_compatible.sh                                                     | Shell Script |        290 |         76 |         52 |        418 |
| /home/ysh/LSM/rocksdb/tools/db_bench.cc                                                                    | C++          |         12 |          8 |          2 |         22 |
| /home/ysh/LSM/rocksdb/tools/db_bench_tool.cc                                                               | C++          |      7,461 |        506 |        883 |      8,850 |
| /home/ysh/LSM/rocksdb/tools/db_bench_tool_test.cc                                                          | C++          |        270 |         22 |         49 |        341 |
| /home/ysh/LSM/rocksdb/tools/db_crashtest.py                                                                | Python       |      1,128 |        268 |        101 |      1,497 |
| /home/ysh/LSM/rocksdb/tools/db_repl_stress.cc                                                              | C++          |        105 |         10 |         17 |        132 |
| /home/ysh/LSM/rocksdb/tools/db_sanity_test.cc                                                              | C++          |        255 |          5 |         32 |        292 |
| /home/ysh/LSM/rocksdb/tools/dump/db_dump_tool.cc                                                           | C++          |        225 |          5 |         34 |        264 |
| /home/ysh/LSM/rocksdb/tools/dump/rocksdb_dump.cc                                                           | C++          |         46 |          4 |         11 |         61 |
| /home/ysh/LSM/rocksdb/tools/dump/rocksdb_undump.cc                                                         | C++          |         45 |          4 |         11 |         60 |
| /home/ysh/LSM/rocksdb/tools/generate_random_db.sh                                                          | Shell Script |         44 |         15 |         11 |         70 |
| /home/ysh/LSM/rocksdb/tools/ingest_external_sst.sh                                                         | Shell Script |         11 |          4 |          4 |         19 |
| /home/ysh/LSM/rocksdb/tools/io_tracer_parser.cc                                                            | C++          |         12 |          5 |          1 |         18 |
| /home/ysh/LSM/rocksdb/tools/io_tracer_parser_test.cc                                                       | C++          |        147 |         10 |         26 |        183 |
| /home/ysh/LSM/rocksdb/tools/io_tracer_parser_tool.cc                                                       | C++          |        105 |         17 |         21 |        143 |
| /home/ysh/LSM/rocksdb/tools/io_tracer_parser_tool.h                                                        | C++          |         18 |          9 |         12 |         39 |
| /home/ysh/LSM/rocksdb/tools/ldb.cc                                                                         | C++          |          6 |          5 |          3 |         14 |
| /home/ysh/LSM/rocksdb/tools/ldb_cmd.cc                                                                     | C++          |      4,608 |        263 |        432 |      5,303 |
| /home/ysh/LSM/rocksdb/tools/ldb_cmd_impl.h                                                                 | C++          |        575 |         18 |        225 |        818 |
| /home/ysh/LSM/rocksdb/tools/ldb_cmd_test.cc                                                                | C++          |      1,039 |         49 |        176 |      1,264 |
| /home/ysh/LSM/rocksdb/tools/ldb_test.py                                                                    | Python       |        747 |        113 |        127 |        987 |
| /home/ysh/LSM/rocksdb/tools/ldb_tool.cc                                                                    | C++          |        172 |          5 |         16 |        193 |
| /home/ysh/LSM/rocksdb/tools/reduce_levels_test.cc                                                          | C++          |        176 |          5 |         31 |        212 |
| /home/ysh/LSM/rocksdb/tools/regression_test.sh                                                             | Shell Script |        336 |        133 |         58 |        527 |
| /home/ysh/LSM/rocksdb/tools/restore_db.sh                                                                  | Shell Script |          8 |          4 |          4 |         16 |
| /home/ysh/LSM/rocksdb/tools/rocksdb_dump_test.sh                                                           | Shell Script |          5 |          3 |          2 |         10 |
| /home/ysh/LSM/rocksdb/tools/run_blob_bench.sh                                                              | Shell Script |        166 |         31 |         33 |        230 |
| /home/ysh/LSM/rocksdb/tools/run_flash_bench.sh                                                             | Shell Script |        188 |        101 |         71 |        360 |
